,Model Type,Test Sample_MSE_Weekly,Test Sample_QL_Weekly
0,GBPUSD_Logit_forecaster1,0.00038413499401818244,0.033606659024125
1,GBPUSD_SVM_forecaster1,0.0003776180074958527,0.03413094421322034
2,GBPUSD_KernelSVM_poly_deg_2_forecaster1,0.0003776180074958527,0.03413094421322034
3,GBPUSD_KernelSVM_poly_deg_3_forecaster1,0.0003776180074958527,0.03413094421322034
4,GBPUSD_KernelSVM_poly_deg_4_forecaster1,0.0003776180074958527,0.03413094421322034
5,GBPUSD_KernelSVM_poly_deg_5_forecaster1,0.0003776180074958527,0.03413094421322034
6,GBPUSD_KernelSVM_rbf_forecaster1,0.0003776180074958527,0.03413094421322034
7,GBPUSD_KernelSVM_sigmoid_forecaster1,0.0003776180074958527,0.03413094421322034
8,GBPUSD_Logit_forecaster2,0.0004070145423904708,0.03313574809720829
9,GBPUSD_SVM_forecaster2,0.0003848640364624498,0.03337795335869376
10,GBPUSD_KernelSVM_poly_deg_2_forecaster2,0.00038483505745510565,0.033375718000635955
11,GBPUSD_KernelSVM_poly_deg_3_forecaster2,0.00038329469824053067,0.03292604455782334
12,GBPUSD_KernelSVM_poly_deg_4_forecaster2,0.00038329469824053067,0.03292604455782334
13,GBPUSD_KernelSVM_poly_deg_5_forecaster2,0.00038329469824053067,0.03292604455782334
14,GBPUSD_KernelSVM_rbf_forecaster2,0.0003848640364624498,0.03337795335869376
15,GBPUSD_KernelSVM_sigmoid_forecaster2,0.00038462720384177133,0.03345202226886051
16,GBPUSD_Logit_forecaster3,0.000376648941325039,0.03413926410466781
17,GBPUSD_SVM_forecaster3,0.0003738754315942106,0.03430761974790691
18,GBPUSD_KernelSVM_poly_deg_2_forecaster3,0.0003738754315942106,0.03430761974790691
19,GBPUSD_KernelSVM_poly_deg_3_forecaster3,0.0003738754315942106,0.03430761974790691
20,GBPUSD_KernelSVM_poly_deg_4_forecaster3,0.0003738754315942106,0.03430761974790691
21,GBPUSD_KernelSVM_poly_deg_5_forecaster3,0.0003738754315942106,0.03430761974790691
22,GBPUSD_KernelSVM_rbf_forecaster3,0.0003738754315942106,0.03430761974790691
23,GBPUSD_KernelSVM_sigmoid_forecaster3,0.0003738754315942106,0.03430761974790691
24,GBPUSD_Logit_forecaster4,0.0003824576313481074,0.033321027586794796
25,GBPUSD_SVM_forecaster4,0.00041584883149488127,0.03404723113120422
26,GBPUSD_KernelSVM_poly_deg_2_forecaster4,0.00041584883149488127,0.03404723113120422
27,GBPUSD_KernelSVM_poly_deg_3_forecaster4,0.00041584883149488127,0.03404723113120422
28,GBPUSD_KernelSVM_poly_deg_4_forecaster4,0.00043168312239464583,0.03479417350857823
29,GBPUSD_KernelSVM_poly_deg_5_forecaster4,0.00043168312239464583,0.03479417350857823
30,GBPUSD_KernelSVM_rbf_forecaster4,0.00041584883149488127,0.03404723113120422
31,GBPUSD_KernelSVM_sigmoid_forecaster4,0.00041584883149488127,0.03404723113120422
32,GBPUSD_Logit_forecaster5,0.000378917754364439,0.032675218343746454
33,GBPUSD_SVM_forecaster5,0.000388098292718883,0.03346533012139064
34,GBPUSD_KernelSVM_poly_deg_2_forecaster5,0.0003880705389506317,0.03346136563311111
35,GBPUSD_KernelSVM_poly_deg_3_forecaster5,0.0003880705389506317,0.03346136563311111
36,GBPUSD_KernelSVM_poly_deg_4_forecaster5,0.0003880705389506317,0.03346136563311111
37,GBPUSD_KernelSVM_poly_deg_5_forecaster5,0.0003880705389506317,0.03346136563311111
38,GBPUSD_KernelSVM_rbf_forecaster5,0.000388098292718883,0.03346533012139064
39,GBPUSD_KernelSVM_sigmoid_forecaster5,0.00038432157665705427,0.03357322923893942
